
============================================================
  DEVICE: SW02-PoE-48P-HALA-2  [10.0.100.12]  vendor: cisco
============================================================

Timestamp : 2026-05-15 12:24:00


------------------------------------------------------------
  CMD: show log
------------------------------------------------------------

Syslog logging: enabled (0 messages dropped, 0 messages rate-limited, 0 flushes, 0 overruns, xml disabled, filtering disabled)

No Active Message Discriminator.



No Inactive Message Discriminator.


    Console logging: level informational, 15141 messages logged, xml disabled,
                     filtering disabled
    Monitor logging: level debugging, 0 messages logged, xml disabled,
                     filtering disabled
    Buffer logging:  level debugging, 15198 messages logged, xml disabled,
                     filtering disabled
    Exception Logging: size (4096 bytes)
    Count and timestamp logging messages: disabled
    File logging: disabled
    Persistent logging: disabled

No active filter modules.

    Trap logging: level informational, 15145 message lines logged
Apr 20 04:47:07.299: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 20 04:53:28.573: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 20 04:53:30.576: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 20 04:53:33.297: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 20 04:53:34.299: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 20 04:54:27.532: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 20 04:54:29.278: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 20 05:06:09.530: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 20 05:06:11.265: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 20 05:06:16.178: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 20 05:06:17.180: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 20 05:06:20.074: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 20 05:06:21.075: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 20 05:06:32.799: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 20 05:06:33.800: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 20 05:06:42.069: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 20 05:06:43.075: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 20 05:06:58.931: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 20 05:06:59.943: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 20 05:07:02.826: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 20 05:07:03.838: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 20 05:15:12.865: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 20 05:15:13.867: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 20 05:15:20.625: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 20 05:15:23.530: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 20 05:15:30.372: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 20 05:15:31.374: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 20 05:54:22.346: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/23, changed state to down
Apr 20 05:54:23.342: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/23, changed state to down
Apr 20 05:54:44.755: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/23, changed state to up
Apr 20 05:54:45.757: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/23, changed state to up
Apr 20 09:27:57.714: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 20 09:27:58.715: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 20 09:28:01.106: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 20 09:28:02.108: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 20 09:57:37.358: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 20 09:57:42.240: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 20 09:57:47.525: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 20 09:57:48.526: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 20 09:57:51.520: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 20 09:57:52.521: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 20 16:22:21.958: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 20 16:22:23.961: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 20 19:55:57.156: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 20 19:55:58.158: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 20 19:58:36.831: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 20 19:58:37.471: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 20 19:58:37.838: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 20 19:58:38.477: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 20 19:58:44.585: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 20 19:58:44.869: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 20 19:58:45.587: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 20 19:58:46.871: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 20 19:59:15.321: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 20 19:59:16.327: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 21 03:51:55.322: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 21 03:51:56.334: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 21 03:51:58.882: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 21 03:51:59.884: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 21 03:52:02.453: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 21 03:52:03.454: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 21 03:52:05.981: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 21 03:52:06.983: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 21 03:52:07.874: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 21 03:52:08.881: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 21 03:52:11.466: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 21 03:52:12.467: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 21 03:52:16.683: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 21 03:52:17.689: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 21 03:52:20.883: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 21 03:52:21.884: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 21 04:42:15.430: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 21 04:42:16.431: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 21 04:42:20.075: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 21 04:42:21.082: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 21 04:43:19.662: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 21 04:43:21.534: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 21 04:43:30.919: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 21 04:43:32.922: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 21 04:43:35.638: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 21 04:43:36.639: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 21 04:44:30.296: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 21 04:44:32.037: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 21 06:06:12.860: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 21 06:06:14.496: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 21 06:06:19.487: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 21 06:06:20.489: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 21 06:06:23.451: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 21 06:06:24.452: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 21 06:06:36.559: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 21 06:06:37.560: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 21 06:06:40.481: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 21 06:06:41.482: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 21 06:07:00.945: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 21 06:07:01.946: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 21 06:07:05.155: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 21 06:07:06.156: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 21 06:11:50.538: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 21 06:11:52.017: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 21 06:11:57.187: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 21 06:11:58.188: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 21 06:12:05.654: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 21 06:12:06.656: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 21 09:20:59.711: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Apr 21 09:21:00.707: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Apr 21 09:22:00.909: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Apr 21 09:22:01.910: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Apr 21 11:19:35.277: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 21 11:19:36.278: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 21 11:19:38.695: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 21 11:19:39.697: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 21 11:46:19.392: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 21 11:46:24.237: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 21 11:46:29.532: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 21 11:46:30.534: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 21 11:46:33.648: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 21 11:46:34.649: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 21 12:17:58.568: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Apr 21 12:17:59.564: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Apr 21 12:18:26.210: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Apr 21 12:18:27.211: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Apr 21 15:06:37.098: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 21 15:06:39.106: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 21 17:55:20.504: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 21 17:55:21.500: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 21 17:55:44.176: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 21 17:55:45.178: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 21 19:56:56.110: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 21 19:56:57.111: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 21 19:57:20.213: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 21 19:57:22.216: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 21 20:01:12.458: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 21 20:01:13.460: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 21 20:01:15.536: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 21 20:01:16.537: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 21 20:01:19.138: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 21 20:01:20.145: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 21 20:18:11.872: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 21 20:18:12.873: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 21 20:18:15.296: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 21 20:18:16.297: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 21 20:18:23.433: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 21 20:18:24.434: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 21 20:18:27.633: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 21 20:18:28.634: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 21 20:22:31.832: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 21 20:22:33.840: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 21 20:40:02.053: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 21 20:40:03.054: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 21 20:40:06.562: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 21 20:40:07.568: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 21 20:41:06.291: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 21 20:41:08.200: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 21 20:49:11.930: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 21 20:49:12.937: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 21 23:25:56.678: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 21 23:25:57.679: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 21 23:26:00.081: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 21 23:26:01.082: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 22 03:53:16.005: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 22 03:53:17.017: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 22 03:53:19.696: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 22 03:53:20.703: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 22 03:53:23.880: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 22 03:53:24.882: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 22 03:53:26.906: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 22 03:53:27.372: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 22 03:53:27.912: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Apr 22 03:53:28.374: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 22 03:53:30.870: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Apr 22 03:53:31.881: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 22 03:53:36.076: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 22 03:53:37.088: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 22 03:53:40.202: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 22 03:53:41.204: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 22 04:45:09.055: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 22 04:45:10.057: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 22 04:45:11.986: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 22 04:45:12.982: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 22 04:46:11.365: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 22 04:46:13.210: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 22 04:47:15.640: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 22 04:47:17.638: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 22 04:47:20.296: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 22 04:47:21.303: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 22 04:48:14.940: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 22 04:48:16.681: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 22 04:50:13.859: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 22 04:50:15.275: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 22 04:50:20.067: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 22 04:50:21.069: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 22 04:50:28.986: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Apr 22 04:50:29.987: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Apr 22 06:01:33.174: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 22 06:01:35.177: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 22 06:01:38.485: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 22 06:01:39.492: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 22 06:01:41.925: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 22 06:01:42.926: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 22 06:01:48.484: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Apr 22 06:01:49.485: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Apr 22 06:01:52.684: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Apr 22 06:01:53.695: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Apr 22 06:37:21.730: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 22 06:37:26.575: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 22 06:37:31.902: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Apr 22 06:37:32.903: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Apr 22 06:37:36.013: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Apr 22 06:37:37.014: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Apr 22 08:12:39.836: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Apr 22 08:12:40.837: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Apr 22 08:13:05.653: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Apr 22 08:13:06.654: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Apr 22 09:23:12.066: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 22 09:23:13.068: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 22 09:24:45.163: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 22 09:24:47.145: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 22 10:12:23.274: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Apr 22 10:12:24.286: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Apr 22 10:13:07.625: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Apr 22 10:13:08.627: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Apr 22 10:19:05.412: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 22 10:19:06.413: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 22 10:20:10.070: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 22 10:20:11.926: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 22 12:28:04.902: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Apr 22 12:28:05.904: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Apr 22 12:28:32.728: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Apr 22 12:28:33.729: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Apr 22 13:28:25.604: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Apr 22 13:28:27.612: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Apr 22 19:05:29.723: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 22 19:05:30.724: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 22 19:06:33.579: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Apr 22 19:06:35.314: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Apr 22 19:58:15.542: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Apr 22 19:58:16.544: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Apr 22 20:01:25.363: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Apr 22 20:01:26.364: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Apr 22 20:16:58.459: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
